Month,District,Median_Price,sales_count,sales_count_lag1,sales_count_lag3,sales_count_lag6,sales_count_lag9,sales_count_lag12,OCR,OCR_lag1,OCR_lag3,OCR_lag6,OCR_lag9,OCR_lag12,CGPI_Dwelling,CGPI_Dwelling_lag1,CGPI_Dwelling_lag3,CGPI_Dwelling_lag6,CGPI_Dwelling_lag9,CGPI_Dwelling_lag12,Consents,Consents_lag1,Consents_lag3,Consents_lag6,Consents_lag9,Consents_lag12,Net_migration_monthly,weeklyrent,unemployment_rate,unemployment_rate_lag1,unemployment_rate_lag3,unemployment_rate_lag6,unemployment_rate_lag9,unemployment_rate_lag12,RealMortgageRate,RealMortgageRate_lag1,RealMortgageRate_lag3,RealMortgageRate_lag6,RealMortgageRate_lag9,RealMortgageRate_lag12
2021-02,NorthShore,1321000,471,331.0,569.0,428.0,102.0,203.0,0.25,0.25,0.25,0.25,0.25,1.0,812.83,801.62,796.23,787.47,782.48,778.13,209.0,281.0,210.0,382.0,168.0,188.0,-261.67,605.0,4.97,4.93,4.8,4.5,4.3,4.23,1.343,1.9691,2.0454,2.2386,2.7365,1.9059
2021-02,Rodney,1030000,244,173.0,341.0,214.0,52.0,160.0,0.25,0.25,0.25,0.25,0.25,1.0,812.83,801.62,796.23,787.47,782.48,778.13,80.0,67.0,98.0,97.0,107.0,54.0,141.67,570.0,4.97,4.93,4.8,4.5,4.3,4.23,1.343,1.9691,2.0454,2.2386,2.7365,1.9059
2021-02,Franklin,827000,112,102.0,136.0,114.0,22.0,66.0,0.25,0.25,0.25,0.25,0.25,1.0,812.83,801.62,796.23,787.47,782.48,778.13,108.0,77.0,91.0,95.0,70.0,119.0,77.5,554.0,4.97,4.93,4.8,4.5,4.3,4.23,1.343,1.9691,2.0454,2.2386,2.7365,1.9059
2021-02,Papakura,830000,175,107.0,199.0,141.0,20.0,83.0,0.25,0.25,0.25,0.25,0.25,1.0,812.83,801.62,796.23,787.47,782.48,778.13,110.0,92.0,140.0,114.0,133.0,95.0,125.0,559.0,4.97,4.93,4.8,4.5,4.3,4.23,1.343,1.9691,2.0454,2.2386,2.7365,1.9059
2021-03,AucklandCity,1388888,1165,857.0,967.0,898.0,382.0,617.0,0.25,0.25,0.25,0.25,0.25,1.0,824.05,812.83,798.93,790.5,783.13,779.58,390.0,278.0,489.0,458.0,516.0,240.0,-949.17,587.33,5.0,4.97,4.9,4.6,4.3,4.27,0.737,1.343,2.0167,2.1909,2.4698,2.2778
2021-03,NorthShore,1355000,646,471.0,563.0,551.0,158.0,336.0,0.25,0.25,0.25,0.25,0.25,1.0,824.05,812.83,798.93,790.5,783.13,779.58,384.0,209.0,177.0,423.0,196.0,247.0,-261.67,605.0,5.0,4.97,4.9,4.6,4.3,4.27,0.737,1.343,2.0167,2.1909,2.4698,2.2778
2021-03,Waitakere,994000,711,431.0,561.0,426.0,212.0,284.0,0.25,0.25,0.25,0.25,0.25,1.0,824.05,812.83,798.93,790.5,783.13,779.58,181.0,104.0,141.0,146.0,154.0,134.0,-83.33,546.0,5.0,4.97,4.9,4.6,4.3,4.27,0.737,1.343,2.0167,2.1909,2.4698,2.2778
2021-03,Papakura,870000,222,175.0,202.0,148.0,49.0,115.0,0.25,0.25,0.25,0.25,0.25,1.0,824.05,812.83,798.93,790.5,783.13,779.58,125.0,110.0,165.0,153.0,121.0,127.0,125.0,559.0,5.0,4.97,4.9,4.6,4.3,4.27,0.737,1.343,2.0167,2.1909,2.4698,2.2778
2021-03,Rodney,1170000,295,244.0,289.0,272.0,115.0,196.0,0.25,0.25,0.25,0.25,0.25,1.0,824.05,812.83,798.93,790.5,783.13,779.58,76.0,80.0,76.0,126.0,90.0,87.0,141.67,570.0,5.0,4.97,4.9,4.6,4.3,4.27,0.737,1.343,2.0167,2.1909,2.4698,2.2778
2021-03,Franklin,830000,103,112.0,126.0,130.0,48.0,104.0,0.25,0.25,0.25,0.25,0.25,1.0,824.05,812.83,798.93,790.5,783.13,779.58,116.0,108.0,71.0,71.0,85.0,54.0,77.5,554.0,5.0,4.97,4.9,4.6,4.3,4.27,0.737,1.343,2.0167,2.1909,2.4698,2.2778
2021-03,Manukau,1065000,871,622.0,817.0,571.0,208.0,394.0,0.25,0.25,0.25,0.25,0.25,1.0,824.05,812.83,798.93,790.5,783.13,779.58,344.0,284.0,468.0,351.0,204.0,340.0,-231.67,525.75,5.0,4.97,4.9,4.6,4.3,4.27,0.737,1.343,2.0167,2.1909,2.4698,2.2778
2021-04,AucklandCity,1318500,764,1165.0,504.0,1026.0,672.0,769.0,0.25,0.25,0.25,0.25,0.25,0.25,835.26,824.05,801.62,793.54,783.78,781.03,307.0,390.0,519.0,352.0,275.0,288.0,-949.17,587.33,5.03,5.0,4.93,4.7,4.3,4.3,0.1171,0.737,1.9691,2.1132,2.2931,2.4074
2021-04,Rodney,1150000,226,295.0,173.0,296.0,176.0,235.0,0.25,0.25,0.25,0.25,0.25,0.25,835.26,824.05,801.62,793.54,783.78,781.03,112.0,76.0,67.0,120.0,83.0,73.0,141.67,570.0,5.03,5.0,4.93,4.7,4.3,4.3,0.1171,0.737,1.9691,2.1132,2.2931,2.4074
2021-04,Waitakere,992000,405,711.0,332.0,495.0,356.0,409.0,0.25,0.25,0.25,0.25,0.25,0.25,835.26,824.05,801.62,793.54,783.78,781.03,185.0,181.0,166.0,196.0,191.0,101.0,-83.33,546.0,5.03,5.0,4.93,4.7,4.3,4.3,0.1171,0.737,1.9691,2.1132,2.2931,2.4074
2021-04,Franklin,835000,74,103.0,102.0,115.0,96.0,106.0,0.25,0.25,0.25,0.25,0.25,0.25,835.26,824.05,801.62,793.54,783.78,781.03,96.0,116.0,77.0,76.0,109.0,65.0,77.5,554.0,5.03,5.0,4.93,4.7,4.3,4.3,0.1171,0.737,1.9691,2.1132,2.2931,2.4074
2021-04,NorthShore,1288000,428,646.0,331.0,466.0,314.0,441.0,0.25,0.25,0.25,0.25,0.25,0.25,835.26,824.05,801.62,793.54,783.78,781.03,528.0,384.0,281.0,339.0,378.0,271.0,-261.67,605.0,5.03,5.0,4.93,4.7,4.3,4.3,0.1171,0.737,1.9691,2.1132,2.2931,2.4074
2021-04,Manukau,1051000,652,871.0,402.0,663.0,344.0,477.0,0.25,0.25,0.25,0.25,0.25,0.25,835.26,824.05,801.62,793.54,783.78,781.03,309.0,344.0,201.0,352.0,287.0,276.0,-231.67,525.75,5.03,5.0,4.93,4.7,4.3,4.3,0.1171,0.737,1.9691,2.1132,2.2931,2.4074
2021-04,Papakura,860000,133,222.0,107.0,173.0,96.0,117.0,0.25,0.25,0.25,0.25,0.25,0.25,835.26,824.05,801.62,793.54,783.78,781.03,79.0,125.0,92.0,123.0,111.0,106.0,125.0,559.0,5.03,5.0,4.93,4.7,4.3,4.3,0.1171,0.737,1.9691,2.1132,2.2931,2.4074
2021-05,Franklin,822000,94,74.0,112.0,136.0,114.0,22.0,0.25,0.25,0.25,0.25,0.25,0.25,846.43,835.26,812.83,796.23,787.47,782.48,143.0,96.0,108.0,91.0,95.0,70.0,77.5,554.0,5.07,5.03,4.97,4.8,4.5,4.3,-0.4058,0.1171,1.343,2.0454,2.2386,2.7365
2021-05,Waitakere,1050000,457,405.0,431.0,570.0,426.0,78.0,0.25,0.25,0.25,0.25,0.25,0.25,846.43,835.26,812.83,796.23,787.47,782.48,199.0,185.0,104.0,202.0,217.0,90.0,-83.33,546.0,5.07,5.03,4.97,4.8,4.5,4.3,-0.4058,0.1171,1.343,2.0454,2.2386,2.7365
2021-05,Papakura,900000,142,133.0,175.0,199.0,141.0,20.0,0.25,0.25,0.25,0.25,0.25,0.25,846.43,835.26,812.83,796.23,787.47,782.48,81.0,79.0,110.0,140.0,114.0,133.0,125.0,559.0,5.07,5.03,4.97,4.8,4.5,4.3,-0.4058,0.1171,1.343,2.0454,2.2386,2.7365
2021-05,Rodney,1140000,277,226.0,244.0,341.0,214.0,52.0,0.25,0.25,0.25,0.25,0.25,0.25,846.43,835.26,812.83,796.23,787.47,782.48,116.0,112.0,80.0,98.0,97.0,107.0,141.67,570.0,5.07,5.03,4.97,4.8,4.5,4.3,-0.4058,0.1171,1.343,2.0454,2.2386,2.7365
2021-05,Manukau,1051000,628,652.0,622.0,779.0,538.0,92.0,0.25,0.25,0.25,0.25,0.25,0.25,846.43,835.26,812.83,796.23,787.47,782.48,462.0,309.0,284.0,452.0,237.0,165.0,-231.67,525.75,5.07,5.03,4.97,4.8,4.5,4.3,-0.4058,0.1171,1.343,2.0454,2.2386,2.7365
2021-05,AucklandCity,1355000,836,764.0,857.0,1263.0,828.0,172.0,0.25,0.25,0.25,0.25,0.25,0.25,846.43,835.26,812.83,796.23,787.47,782.48,386.0,307.0,278.0,538.0,244.0,151.0,-949.17,587.33,5.07,5.03,4.97,4.8,4.5,4.3,-0.4058,0.1171,1.343,2.0454,2.2386,2.7365
2021-05,NorthShore,1330000,422,428.0,471.0,569.0,428.0,102.0,0.25,0.25,0.25,0.25,0.25,0.25,846.43,835.26,812.83,796.23,787.47,782.48,317.0,528.0,209.0,210.0,382.0,168.0,-261.67,605.0,5.07,5.03,4.97,4.8,4.5,4.3,-0.4058,0.1171,1.343,2.0454,2.2386,2.7365
2021-06,Manukau,1065000,688,628.0,871.0,817.0,571.0,208.0,0.25,0.25,0.25,0.25,0.25,0.25,857.6,846.43,824.05,798.93,790.5,783.13,387.0,462.0,344.0,468.0,351.0,204.0,-231.67,525.75,5.1,5.07,5.0,4.9,4.6,4.3,-0.9354,-0.4058,0.737,2.0167,2.1909,2.4698
2021-06,AucklandCity,1334000,825,836.0,1165.0,967.0,898.0,382.0,0.25,0.25,0.25,0.25,0.25,0.25,857.6,846.43,824.05,798.93,790.5,783.13,318.0,386.0,390.0,489.0,458.0,516.0,-949.17,587.33,5.1,5.07,5.0,4.9,4.6,4.3,-0.9354,-0.4058,0.737,2.0167,2.1909,2.4698
2021-06,Waitakere,1062500,438,457.0,711.0,561.0,426.0,212.0,0.25,0.25,0.25,0.25,0.25,0.25,857.6,846.43,824.05,798.93,790.5,783.13,279.0,199.0,181.0,141.0,146.0,154.0,-83.33,546.0,5.1,5.07,5.0,4.9,4.6,4.3,-0.9354,-0.4058,0.737,2.0167,2.1909,2.4698
2021-06,NorthShore,1325000,416,422.0,646.0,563.0,551.0,158.0,0.25,0.25,0.25,0.25,0.25,0.25,857.6,846.43,824.05,798.93,790.5,783.13,549.0,317.0,384.0,177.0,423.0,196.0,-261.67,605.0,5.1,5.07,5.0,4.9,4.6,4.3,-0.9354,-0.4058,0.737,2.0167,2.1909,2.4698
2021-06,Rodney,1200000,238,277.0,295.0,289.0,272.0,115.0,0.25,0.25,0.25,0.25,0.25,0.25,857.6,846.43,824.05,798.93,790.5,783.13,124.0,116.0,76.0,76.0,126.0,90.0,141.67,570.0,5.1,5.07,5.0,4.9,4.6,4.3,-0.9354,-0.4058,0.737,2.0167,2.1909,2.4698
2021-06,Franklin,810000,86,94.0,103.0,126.0,130.0,48.0,0.25,0.25,0.25,0.25,0.25,0.25,857.6,846.43,824.05,798.93,790.5,783.13,135.0,143.0,116.0,71.0,71.0,85.0,77.5,554.0,5.1,5.07,5.0,4.9,4.6,4.3,-0.9354,-0.4058,0.737,2.0167,2.1909,2.4698
2021-06,Papakura,805000,162,142.0,222.0,202.0,148.0,49.0,0.25,0.25,0.25,0.25,0.25,0.25,857.6,846.43,824.05,798.93,790.5,783.13,113.0,81.0,125.0,165.0,153.0,121.0,125.0,559.0,5.1,5.07,5.0,4.9,4.6,4.3,-0.9354,-0.4058,0.737,2.0167,2.1909,2.4698
2021-07,Rodney,1218000,230,238.0,226.0,173.0,296.0,176.0,0.25,0.25,0.25,0.25,0.25,0.25,868.77,857.6,835.26,801.62,793.54,783.78,121.0,124.0,112.0,67.0,120.0,83.0,141.67,570.0,4.87,5.1,5.03,4.93,4.7,4.3,-1.2636,-0.9354,0.1171,1.9691,2.1132,2.2931
2021-07,Waitakere,1100000,443,438.0,405.0,332.0,495.0,356.0,0.25,0.25,0.25,0.25,0.25,0.25,868.77,857.6,835.26,801.62,793.54,783.78,158.0,279.0,185.0,166.0,196.0,191.0,-83.33,546.0,4.87,5.1,5.03,4.93,4.7,4.3,-1.2636,-0.9354,0.1171,1.9691,2.1132,2.2931
2021-07,AucklandCity,1300000,789,825.0,764.0,504.0,1026.0,672.0,0.25,0.25,0.25,0.25,0.25,0.25,868.77,857.6,835.26,801.62,793.54,783.78,490.0,318.0,307.0,519.0,352.0,275.0,-949.17,587.33,4.87,5.1,5.03,4.93,4.7,4.3,-1.2636,-0.9354,0.1171,1.9691,2.1132,2.2931
2021-07,Papakura,910000,163,162.0,133.0,107.0,173.0,96.0,0.25,0.25,0.25,0.25,0.25,0.25,868.77,857.6,835.26,801.62,793.54,783.78,84.0,113.0,79.0,92.0,123.0,111.0,125.0,559.0,4.87,5.1,5.03,4.93,4.7,4.3,-1.2636,-0.9354,0.1171,1.9691,2.1132,2.2931
2021-07,Franklin,880000,84,86.0,74.0,102.0,115.0,96.0,0.25,0.25,0.25,0.25,0.25,0.25,868.77,857.6,835.26,801.62,793.54,783.78,193.0,135.0,96.0,77.0,76.0,109.0,77.5,554.0,4.87,5.1,5.03,4.93,4.7,4.3,-1.2636,-0.9354,0.1171,1.9691,2.1132,2.2931
2021-07,Manukau,1070000,661,688.0,652.0,402.0,663.0,344.0,0.25,0.25,0.25,0.25,0.25,0.25,868.77,857.6,835.26,801.62,793.54,783.78,281.0,387.0,309.0,201.0,352.0,287.0,-231.67,525.75,4.87,5.1,5.03,4.93,4.7,4.3,-1.2636,-0.9354,0.1171,1.9691,2.1132,2.2931
2021-07,NorthShore,1370000,397,416.0,428.0,331.0,466.0,314.0,0.25,0.25,0.25,0.25,0.25,0.25,868.77,857.6,835.26,801.62,793.54,783.78,361.0,549.0,528.0,281.0,339.0,378.0,-261.67,605.0,4.87,5.1,5.03,4.93,4.7,4.3,-1.2636,-0.9354,0.1171,1.9691,2.1132,2.2931
2021-08,Papakura,935000,117,163.0,142.0,175.0,199.0,141.0,0.25,0.25,0.25,0.25,0.25,0.25,880.18,868.77,846.43,812.83,796.23,787.47,159.0,84.0,81.0,110.0,140.0,114.0,125.0,559.0,4.63,4.87,5.07,4.97,4.8,4.5,-1.5825,-1.2636,-0.4058,1.343,2.0454,2.2386
2021-08,NorthShore,1295000,336,397.0,422.0,471.0,569.0,428.0,0.25,0.25,0.25,0.25,0.25,0.25,880.18,868.77,846.43,812.83,796.23,787.47,380.0,361.0,317.0,209.0,210.0,382.0,-261.67,605.0,4.63,4.87,5.07,4.97,4.8,4.5,-1.5825,-1.2636,-0.4058,1.343,2.0454,2.2386
2021-08,Rodney,1300000,171,230.0,277.0,244.0,341.0,214.0,0.25,0.25,0.25,0.25,0.25,0.25,880.18,868.77,846.43,812.83,796.23,787.47,162.0,121.0,116.0,80.0,98.0,97.0,141.67,570.0,4.63,4.87,5.07,4.97,4.8,4.5,-1.5825,-1.2636,-0.4058,1.343,2.0454,2.2386
2021-08,AucklandCity,1312000,756,789.0,836.0,857.0,1263.0,828.0,0.25,0.25,0.25,0.25,0.25,0.25,880.18,868.77,846.43,812.83,796.23,787.47,518.0,490.0,386.0,278.0,538.0,244.0,-949.17,587.33,4.63,4.87,5.07,4.97,4.8,4.5,-1.5825,-1.2636,-0.4058,1.343,2.0454,2.2386
2021-08,Manukau,1157000,551,661.0,628.0,622.0,779.0,538.0,0.25,0.25,0.25,0.25,0.25,0.25,880.18,868.77,846.43,812.83,796.23,787.47,488.0,281.0,462.0,284.0,452.0,237.0,-231.67,525.75,4.63,4.87,5.07,4.97,4.8,4.5,-1.5825,-1.2636,-0.4058,1.343,2.0454,2.2386
2021-08,Franklin,950000,88,84.0,94.0,112.0,136.0,114.0,0.25,0.25,0.25,0.25,0.25,0.25,880.18,868.77,846.43,812.83,796.23,787.47,140.0,193.0,143.0,108.0,91.0,95.0,77.5,554.0,4.63,4.87,5.07,4.97,4.8,4.5,-1.5825,-1.2636,-0.4058,1.343,2.0454,2.2386
2021-08,Waitakere,1120000,399,443.0,457.0,431.0,570.0,426.0,0.25,0.25,0.25,0.25,0.25,0.25,880.18,868.77,846.43,812.83,796.23,787.47,312.0,158.0,199.0,104.0,202.0,217.0,-83.33,546.0,4.63,4.87,5.07,4.97,4.8,4.5,-1.5825,-1.2636,-0.4058,1.343,2.0454,2.2386
2021-09,Franklin,857000,48,88.0,86.0,103.0,126.0,130.0,0.25,0.25,0.25,0.25,0.25,0.25,891.59,880.18,857.6,824.05,798.93,790.5,83.0,140.0,135.0,116.0,71.0,71.0,77.5,554.0,4.4,4.63,5.1,5.0,4.9,4.6,-1.7422,-1.5825,-0.9354,0.737,2.0167,2.1909
2021-09,Rodney,1255000,99,171.0,238.0,295.0,289.0,272.0,0.25,0.25,0.25,0.25,0.25,0.25,891.59,880.18,857.6,824.05,798.93,790.5,150.0,162.0,124.0,76.0,76.0,126.0,141.67,570.0,4.4,4.63,5.1,5.0,4.9,4.6,-1.7422,-1.5825,-0.9354,0.737,2.0167,2.1909
2021-09,AucklandCity,1285000,331,756.0,825.0,1165.0,967.0,898.0,0.25,0.25,0.25,0.25,0.25,0.25,891.59,880.18,857.6,824.05,798.93,790.5,542.0,518.0,318.0,390.0,489.0,458.0,-949.17,587.33,4.4,4.63,5.1,5.0,4.9,4.6,-1.7422,-1.5825,-0.9354,0.737,2.0167,2.1909
2021-09,Papakura,1053000,95,117.0,162.0,222.0,202.0,148.0,0.25,0.25,0.25,0.25,0.25,0.25,891.59,880.18,857.6,824.05,798.93,790.5,90.0,159.0,113.0,125.0,165.0,153.0,125.0,559.0,4.4,4.63,5.1,5.0,4.9,4.6,-1.7422,-1.5825,-0.9354,0.737,2.0167,2.1909
2021-09,Waitakere,1099000,269,399.0,438.0,711.0,561.0,426.0,0.25,0.25,0.25,0.25,0.25,0.25,891.59,880.18,857.6,824.05,798.93,790.5,198.0,312.0,279.0,181.0,141.0,146.0,-83.33,546.0,4.4,4.63,5.1,5.0,4.9,4.6,-1.7422,-1.5825,-0.9354,0.737,2.0167,2.1909
2021-09,Manukau,1095000,388,551.0,688.0,871.0,817.0,571.0,0.25,0.25,0.25,0.25,0.25,0.25,891.59,880.18,857.6,824.05,798.93,790.5,307.0,488.0,387.0,344.0,468.0,351.0,-231.67,525.75,4.4,4.63,5.1,5.0,4.9,4.6,-1.7422,-1.5825,-0.9354,0.737,2.0167,2.1909
2021-09,NorthShore,1330000,180,336.0,416.0,646.0,563.0,551.0,0.25,0.25,0.25,0.25,0.25,0.25,891.59,880.18,857.6,824.05,798.93,790.5,319.0,380.0,549.0,384.0,177.0,423.0,-261.67,605.0,4.4,4.63,5.1,5.0,4.9,4.6,-1.7422,-1.5825,-0.9354,0.737,2.0167,2.1909
2021-10,Waitakere,1122000,477,269.0,443.0,405.0,332.0,495.0,0.5,0.25,0.25,0.25,0.25,0.25,903.0,891.59,868.77,835.26,801.62,793.54,166.0,198.0,158.0,185.0,166.0,196.0,-83.33,546.0,4.23,4.4,4.87,5.03,4.93,4.7,-1.729,-1.7422,-1.2636,0.1171,1.9691,2.1132
2021-10,Papakura,1088000,124,95.0,163.0,133.0,107.0,173.0,0.5,0.25,0.25,0.25,0.25,0.25,903.0,891.59,868.77,835.26,801.62,793.54,86.0,90.0,84.0,79.0,92.0,123.0,125.0,559.0,4.23,4.4,4.87,5.03,4.93,4.7,-1.729,-1.7422,-1.2636,0.1171,1.9691,2.1132
2021-10,NorthShore,1465000,421,180.0,397.0,428.0,331.0,466.0,0.5,0.25,0.25,0.25,0.25,0.25,903.0,891.59,868.77,835.26,801.62,793.54,329.0,319.0,361.0,528.0,281.0,339.0,-261.67,605.0,4.23,4.4,4.87,5.03,4.93,4.7,-1.729,-1.7422,-1.2636,0.1171,1.9691,2.1132
2021-10,Manukau,1163000,673,388.0,661.0,652.0,402.0,663.0,0.5,0.25,0.25,0.25,0.25,0.25,903.0,891.59,868.77,835.26,801.62,793.54,371.0,307.0,281.0,309.0,201.0,352.0,-231.67,525.75,4.23,4.4,4.87,5.03,4.93,4.7,-1.729,-1.7422,-1.2636,0.1171,1.9691,2.1132
2021-10,Franklin,1000000,83,48.0,84.0,74.0,102.0,115.0,0.5,0.25,0.25,0.25,0.25,0.25,903.0,891.59,868.77,835.26,801.62,793.54,92.0,83.0,193.0,96.0,77.0,76.0,77.5,554.0,4.23,4.4,4.87,5.03,4.93,4.7,-1.729,-1.7422,-1.2636,0.1171,1.9691,2.1132
2021-10,Rodney,1315000,211,99.0,230.0,226.0,173.0,296.0,0.5,0.25,0.25,0.25,0.25,0.25,903.0,891.59,868.77,835.26,801.62,793.54,161.0,150.0,121.0,112.0,67.0,120.0,141.67,570.0,4.23,4.4,4.87,5.03,4.93,4.7,-1.729,-1.7422,-1.2636,0.1171,1.9691,2.1132
2021-10,AucklandCity,1410000,699,331.0,789.0,764.0,504.0,1026.0,0.5,0.25,0.25,0.25,0.25,0.25,903.0,891.59,868.77,835.26,801.62,793.54,402.0,542.0,490.0,307.0,519.0,352.0,-949.17,587.33,4.23,4.4,4.87,5.03,4.93,4.7,-1.729,-1.7422,-1.2636,0.1171,1.9691,2.1132
2021-11,Papakura,1130000,179,124.0,117.0,142.0,175.0,199.0,0.75,0.5,0.25,0.25,0.25,0.25,912.66,903.0,880.18,846.43,812.83,796.23,90.0,86.0,159.0,81.0,110.0,140.0,125.0,559.0,4.07,4.23,4.63,5.07,4.97,4.8,-1.6278,-1.729,-1.5825,-0.4058,1.343,2.0454
2021-11,NorthShore,1550000,483,421.0,336.0,422.0,471.0,569.0,0.75,0.5,0.25,0.25,0.25,0.25,912.66,903.0,880.18,846.43,812.83,796.23,540.0,329.0,380.0,317.0,209.0,210.0,-261.67,605.0,4.07,4.23,4.63,5.07,4.97,4.8,-1.6278,-1.729,-1.5825,-0.4058,1.343,2.0454
2021-11,Rodney,1315000,261,211.0,171.0,277.0,244.0,341.0,0.75,0.5,0.25,0.25,0.25,0.25,912.66,903.0,880.18,846.43,812.83,796.23,141.0,161.0,162.0,116.0,80.0,98.0,141.67,570.0,4.07,4.23,4.63,5.07,4.97,4.8,-1.6278,-1.729,-1.5825,-0.4058,1.343,2.0454
2021-11,AucklandCity,1540000,886,699.0,756.0,836.0,857.0,1263.0,0.75,0.5,0.25,0.25,0.25,0.25,912.66,903.0,880.18,846.43,812.83,796.23,659.0,402.0,518.0,386.0,278.0,538.0,-949.17,587.33,4.07,4.23,4.63,5.07,4.97,4.8,-1.6278,-1.729,-1.5825,-0.4058,1.343,2.0454
2021-11,Franklin,973000,122,83.0,88.0,94.0,112.0,136.0,0.75,0.5,0.25,0.25,0.25,0.25,912.66,903.0,880.18,846.43,812.83,796.23,106.0,92.0,140.0,143.0,108.0,91.0,77.5,554.0,4.07,4.23,4.63,5.07,4.97,4.8,-1.6278,-1.729,-1.5825,-0.4058,1.343,2.0454
2021-11,Waitakere,1190000,475,477.0,399.0,457.0,431.0,570.0,0.75,0.5,0.25,0.25,0.25,0.25,912.66,903.0,880.18,846.43,812.83,796.23,252.0,166.0,312.0,199.0,104.0,202.0,-83.33,546.0,4.07,4.23,4.63,5.07,4.97,4.8,-1.6278,-1.729,-1.5825,-0.4058,1.343,2.0454
2021-11,Manukau,1230000,776,673.0,551.0,628.0,622.0,779.0,0.75,0.5,0.25,0.25,0.25,0.25,912.66,903.0,880.18,846.43,812.83,796.23,397.0,371.0,488.0,462.0,284.0,452.0,-231.67,525.75,4.07,4.23,4.63,5.07,4.97,4.8,-1.6278,-1.729,-1.5825,-0.4058,1.343,2.0454
2021-12,Rodney,1301000,199,261.0,99.0,238.0,295.0,289.0,0.75,0.75,0.25,0.25,0.25,0.25,922.33,912.66,891.59,857.6,824.05,798.93,109.0,141.0,150.0,124.0,76.0,76.0,141.67,570.0,3.9,4.07,4.4,5.1,5.0,4.9,-1.8738,-1.6278,-1.7422,-0.9354,0.737,2.0167
2021-12,Franklin,995000,100,122.0,48.0,86.0,103.0,126.0,0.75,0.75,0.25,0.25,0.25,0.25,922.33,912.66,891.59,857.6,824.05,798.93,83.0,106.0,83.0,135.0,116.0,71.0,77.5,554.0,3.9,4.07,4.4,5.1,5.0,4.9,-1.8738,-1.6278,-1.7422,-0.9354,0.737,2.0167
2021-12,Waitakere,1170000,359,475.0,269.0,438.0,711.0,561.0,0.75,0.75,0.25,0.25,0.25,0.25,922.33,912.66,891.59,857.6,824.05,798.93,209.0,252.0,198.0,279.0,181.0,141.0,-83.33,546.0,3.9,4.07,4.4,5.1,5.0,4.9,-1.8738,-1.6278,-1.7422,-0.9354,0.737,2.0167
2021-12,Papakura,1010000,108,179.0,95.0,162.0,222.0,202.0,0.75,0.75,0.25,0.25,0.25,0.25,922.33,912.66,891.59,857.6,824.05,798.93,100.0,90.0,90.0,113.0,125.0,165.0,125.0,559.0,3.9,4.07,4.4,5.1,5.0,4.9,-1.8738,-1.6278,-1.7422,-0.9354,0.737,2.0167
2021-12,AucklandCity,1405000,687,886.0,331.0,825.0,1165.0,967.0,0.75,0.75,0.25,0.25,0.25,0.25,922.33,912.66,891.59,857.6,824.05,798.93,470.0,659.0,542.0,318.0,390.0,489.0,-949.17,587.33,3.9,4.07,4.4,5.1,5.0,4.9,-1.8738,-1.6278,-1.7422,-0.9354,0.737,2.0167
2021-12,NorthShore,1446000,428,483.0,180.0,416.0,646.0,563.0,0.75,0.75,0.25,0.25,0.25,0.25,922.33,912.66,891.59,857.6,824.05,798.93,378.0,540.0,319.0,549.0,384.0,177.0,-261.67,605.0,3.9,4.07,4.4,5.1,5.0,4.9,-1.8738,-1.6278,-1.7422,-0.9354,0.737,2.0167
2021-12,Manukau,1210000,534,776.0,388.0,688.0,871.0,817.0,0.75,0.75,0.25,0.25,0.25,0.25,922.33,912.66,891.59,857.6,824.05,798.93,380.0,397.0,307.0,387.0,344.0,468.0,-231.67,525.75,3.9,4.07,4.4,5.1,5.0,4.9,-1.8738,-1.6278,-1.7422,-0.9354,0.737,2.0167
2022-01,AucklandCity,1312500,318,687.0,699.0,789.0,764.0,504.0,0.75,0.75,0.5,0.25,0.25,0.25,931.99,922.33,903.0,868.77,835.26,801.62,368.0,470.0,402.0,490.0,307.0,519.0,-1308.33,606.67,3.77,3.9,4.23,4.87,5.03,4.93,-2.2188,-1.8738,-1.729,-1.2636,0.1171,1.9691
2022-01,Franklin,1050000,49,100.0,83.0,84.0,74.0,102.0,0.75,0.75,0.5,0.25,0.25,0.25,931.99,922.33,903.0,868.77,835.26,801.62,50.0,83.0,92.0,193.0,96.0,77.0,40.0,601.0,3.77,3.9,4.23,4.87,5.03,4.93,-2.2188,-1.8738,-1.729,-1.2636,0.1171,1.9691
2022-01,Waitakere,1092000,261,359.0,477.0,443.0,405.0,332.0,0.75,0.75,0.5,0.25,0.25,0.25,931.99,922.33,903.0,868.77,835.26,801.62,204.0,209.0,166.0,158.0,185.0,166.0,-170.83,581.0,3.77,3.9,4.23,4.87,5.03,4.93,-2.2188,-1.8738,-1.729,-1.2636,0.1171,1.9691
2022-01,Manukau,1210000,326,534.0,673.0,661.0,652.0,402.0,0.75,0.75,0.5,0.25,0.25,0.25,931.99,922.33,903.0,868.77,835.26,801.62,251.0,380.0,371.0,281.0,309.0,201.0,-336.67,559.25,3.77,3.9,4.23,4.87,5.03,4.93,-2.2188,-1.8738,-1.729,-1.2636,0.1171,1.9691
2022-01,Papakura,865000,57,108.0,124.0,163.0,133.0,107.0,0.75,0.75,0.5,0.25,0.25,0.25,931.99,922.33,903.0,868.77,835.26,801.62,138.0,100.0,86.0,84.0,79.0,92.0,133.33,594.0,3.77,3.9,4.23,4.87,5.03,4.93,-2.2188,-1.8738,-1.729,-1.2636,0.1171,1.9691
