Month,District,weeklyrent
2022-10,Waitakere,581.0
2022-11,AucklandCity,606.67
2022-11,Franklin,601.0
2022-11,Manukau,559.25
2022-11,NorthShore,635.0
2022-11,Papakura,594.0
2022-11,Rodney,598.0
2022-11,Waitakere,581.0
2022-12,AucklandCity,606.67
2022-12,Franklin,601.0
2022-12,Manukau,559.25
2022-12,NorthShore,635.0
2022-12,Papakura,594.0
2022-12,Rodney,598.0
2022-12,Waitakere,581.0
2023-01,AucklandCity,612.83
2023-01,Franklin,613.0
2023-01,Manukau,574.75
2023-01,NorthShore,651.75
2023-01,Papakura,604.0
2023-01,Rodney,620.0
2023-01,Waitakere,588.5
2023-02,AucklandCity,612.83
2023-02,Franklin,613.0
2023-02,Manukau,574.75
2023-02,NorthShore,651.75
2023-02,Papakura,604.0
2023-02,Rodney,620.0
2023-02,Waitakere,588.5
2023-03,AucklandCity,612.83
2023-03,Franklin,613.0
2023-03,Manukau,574.75
2023-03,NorthShore,651.75
2023-03,Papakura,604.0
2023-03,Rodney,620.0
2023-03,Waitakere,588.5
2023-04,AucklandCity,612.83
2023-04,Franklin,613.0
2023-04,Manukau,574.75
2023-04,NorthShore,651.75
2023-04,Papakura,604.0
2023-04,Rodney,620.0
2023-04,Waitakere,588.5
2023-05,AucklandCity,612.83
2023-05,Franklin,613.0
2023-05,Manukau,574.75
2023-05,NorthShore,651.75
2023-05,Papakura,604.0
2023-05,Rodney,620.0
2023-05,Waitakere,588.5
2023-06,AucklandCity,612.83
2023-06,Franklin,613.0
2023-06,Manukau,574.75
2023-06,NorthShore,651.75
2023-06,Papakura,604.0
2023-06,Rodney,620.0
2023-06,Waitakere,588.5
2023-07,AucklandCity,612.83
2023-07,Franklin,613.0
2023-07,Manukau,574.75
2023-07,NorthShore,651.75
2023-07,Papakura,604.0
2023-07,Rodney,620.0
2023-07,Waitakere,588.5
2023-08,AucklandCity,612.83
2023-08,Franklin,613.0
2023-08,Manukau,574.75
2023-08,NorthShore,651.75
2023-08,Papakura,604.0
2023-08,Rodney,620.0
2023-08,Waitakere,588.5
2023-09,AucklandCity,612.83
2023-09,Franklin,613.0
2023-09,Manukau,574.75
2023-09,NorthShore,651.75
2023-09,Papakura,604.0
2023-09,Rodney,620.0
2023-09,Waitakere,588.5
2023-10,AucklandCity,612.83
2023-10,Franklin,613.0
2023-10,Manukau,574.75
2023-10,NorthShore,651.75
2023-10,Papakura,604.0
2023-10,Rodney,620.0
2023-10,Waitakere,588.5
2023-11,AucklandCity,612.83
2023-11,Franklin,613.0
2023-11,Manukau,574.75
2023-11,NorthShore,651.75
2023-11,Papakura,604.0
2023-11,Rodney,620.0
2023-11,Waitakere,588.5
2023-12,AucklandCity,612.83
2023-12,Franklin,613.0
2023-12,Manukau,574.75
2023-12,NorthShore,651.75
2023-12,Papakura,604.0
2023-12,Rodney,620.0
2023-12,Waitakere,588.5
2024-01,AucklandCity,651.17
2024-01,Franklin,647.0
2024-01,Manukau,617.75
2024-01,NorthShore,695.5
2024-01,Papakura,649.0
2024-01,Rodney,654.0
2024-01,Waitakere,637.0
2024-02,AucklandCity,651.17
2024-02,Franklin,647.0
2024-02,Manukau,617.75
2024-02,NorthShore,695.5
2024-02,Papakura,649.0
2024-02,Rodney,654.0
2024-02,Waitakere,637.0
2024-03,AucklandCity,651.17
2024-03,Franklin,647.0
2024-03,Manukau,617.75
2024-03,NorthShore,695.5
2024-03,Papakura,649.0
2024-03,Rodney,654.0
2024-03,Waitakere,637.0
2024-04,AucklandCity,651.17
2024-04,Franklin,647.0
2024-04,Manukau,617.75
2024-04,NorthShore,695.5
2024-04,Papakura,649.0
2024-04,Rodney,654.0
2024-04,Waitakere,637.0
2024-05,AucklandCity,651.17
2024-05,Franklin,647.0
2024-05,Manukau,617.75
2024-05,NorthShore,695.5
2024-05,Papakura,649.0
2024-05,Rodney,654.0
2024-05,Waitakere,637.0
2024-06,AucklandCity,651.17
2024-06,Franklin,647.0
2024-06,Manukau,617.75
2024-06,NorthShore,695.5
2024-06,Papakura,649.0
2024-06,Rodney,654.0
2024-06,Waitakere,637.0
2024-07,AucklandCity,651.17
2024-07,Franklin,647.0
2024-07,Manukau,617.75
2024-07,NorthShore,695.5
2024-07,Papakura,649.0
2024-07,Rodney,654.0
2024-07,Waitakere,637.0
2024-08,AucklandCity,651.17
2024-08,Franklin,647.0
2024-08,Manukau,617.75
2024-08,NorthShore,695.5
2024-08,Papakura,649.0
2024-08,Rodney,654.0
2024-08,Waitakere,637.0
2024-09,AucklandCity,651.17
2024-09,Franklin,647.0
2024-09,Manukau,617.75
2024-09,NorthShore,695.5
2024-09,Papakura,649.0
2024-09,Rodney,654.0
2024-09,Waitakere,637.0
2024-10,AucklandCity,651.17
2024-10,Franklin,647.0
2024-10,Manukau,617.75
2024-10,NorthShore,695.5
2024-10,Papakura,649.0
2024-10,Rodney,654.0
2024-10,Waitakere,637.0
2024-11,AucklandCity,651.17
2024-11,Franklin,647.0
2024-11,Manukau,617.75
2024-11,NorthShore,695.5
2024-11,Papakura,649.0
2024-11,Rodney,654.0
2024-11,Waitakere,637.0
2024-12,AucklandCity,651.17
2024-12,Franklin,647.0
2024-12,Manukau,617.75
2024-12,NorthShore,695.5
2024-12,Papakura,649.0
2024-12,Rodney,654.0
2024-12,Waitakere,637.0
2025-01,AucklandCity,642.0
2025-01,Franklin,656.0
2025-01,Manukau,619.0
2025-01,NorthShore,702.25
2025-01,Papakura,641.0
2025-01,Rodney,681.0
2025-01,Waitakere,619.0
2025-02,AucklandCity,642.0
2025-02,Franklin,656.0
2025-02,Manukau,619.0
2025-02,NorthShore,702.25
2025-02,Papakura,641.0
2025-02,Rodney,681.0
2025-02,Waitakere,619.0
2025-03,AucklandCity,642.0
2025-03,Franklin,656.0
2025-03,Manukau,619.0
2025-03,NorthShore,702.25
2025-03,Papakura,641.0
2025-03,Rodney,681.0
2025-03,Waitakere,619.0
2025-04,AucklandCity,642.0
2025-04,Franklin,656.0
2025-04,Manukau,619.0
2025-04,NorthShore,702.25
2025-04,Papakura,641.0
2025-04,Rodney,681.0
2025-04,Waitakere,619.0
2025-05,AucklandCity,642.0
2025-05,Franklin,656.0
2025-05,Manukau,619.0
2025-05,NorthShore,702.25
2025-05,Papakura,641.0
2025-05,Rodney,681.0
2025-05,Waitakere,619.0
2025-06,AucklandCity,642.0
2025-06,Franklin,656.0
2025-06,Manukau,619.0
2025-06,NorthShore,702.25
2025-06,Papakura,641.0
2025-06,Rodney,681.0
2025-06,Waitakere,619.0
2025-07,AucklandCity,642.0
2025-07,Franklin,656.0
2025-07,Manukau,619.0
2025-07,NorthShore,702.25
2025-07,Papakura,641.0
2025-07,Rodney,681.0
2025-07,Waitakere,619.0
2025-08,AucklandCity,642.0
2025-08,Franklin,656.0
2025-08,Manukau,619.0
2025-08,NorthShore,702.25
2025-08,Papakura,641.0
2025-08,Rodney,681.0
2025-08,Waitakere,619.0
2025-09,AucklandCity,642.0
2025-09,Franklin,656.0
2025-09,Manukau,619.0
2025-09,NorthShore,702.25
2025-09,Papakura,641.0
2025-09,Rodney,681.0
2025-09,Waitakere,619.0
2025-10,AucklandCity,642.0
2025-10,Franklin,656.0
2025-10,Manukau,619.0
2025-10,NorthShore,702.25
2025-10,Papakura,641.0
2025-10,Rodney,681.0
2025-10,Waitakere,619.0
2025-11,AucklandCity,642.0
2025-11,Franklin,656.0
2025-11,Manukau,619.0
2025-11,NorthShore,702.25
2025-11,Papakura,641.0
2025-11,Rodney,681.0
2025-11,Waitakere,619.0
2025-12,AucklandCity,642.0
2025-12,Franklin,656.0
2025-12,Manukau,619.0
2025-12,NorthShore,702.25
2025-12,Papakura,641.0
2025-12,Rodney,681.0
2025-12,Waitakere,619.0
